309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000
309.650000,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429,309.658429
309.650000,309.664750,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.666857,309.664750
309.650000,309.670018,309.674759,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.675286,309.674759,309.670018
309.650000,309.674627,309.682134,309.683583,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683714,309.683583,309.682134,309.674627
309.650000,309.678776,309.689048,309.691682,309.692110,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692143,309.692110,309.691682,309.689048,309.678776
309.650000,309.682578,309.695567,309.699559,309.700440,309.700563,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700571,309.700563,309.700440,309.699559,309.695567,309.682578
309.650000,309.686110,309.701746,309.707210,309.708679,309.708963,309.708998,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.709000,309.708998,309.708963,309.708679,309.707210,309.701746,309.686110
309.650000,309.689420,309.707632,309.714640,309.716811,309.717329,309.717418,309.717428,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717429,309.717428,309.717418,309.717329,309.716811,309.714640,309.707632,309.689420
309.650000,309.692546,309.713259,309.721859,309.724826,309.725651,309.725827,309.725854,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725857,309.725854,309.725827,309.725651,309.724826,309.721859,309.713259,309.692546
