309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000,309.650000
309.650000,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.684389,309.650000
309.650000,309.701239,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.718777,309.701239,309.650000
309.650000,309.718440,309.744221,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.753166,309.744221,309.718440,309.650000
309.650000,309.731073,309.770023,309.782993,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.787554,309.782993,309.770023,309.731073,309.650000
309.650000,309.743979,309.791161,309.813093,309.819616,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.821943,309.819616,309.813093,309.791161,309.743979,309.650000
309.650000,309.754501,309.812672,309.839623,309.851865,309.855145,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.856331,309.855145,309.851865,309.839623,309.812672,309.754501,309.650000
309.650000,309.765261,309.831139,309.866510,309.881683,309.888466,309.890115,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890720,309.890115,309.888466,309.881683,309.866510,309.831139,309.765261,309.650000
309.650000,309.774464,309.849969,309.890597,309.911792,309.920236,309.923971,309.924800,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.925109,309.924800,309.923971,309.920236,309.911792,309.890597,309.849969,309.774464,309.650000
309.650000,309.783884,309.866571,309.915075,309.939678,309.952223,309.956878,309.958923,309.959340,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959497,309.959340,309.958923,309.956878,309.952223,309.939678,309.915075,309.866571,309.783884,309.650000
309.650000,309.792162,309.883526,309.937274,309.967917,309.982587,309.989936,309.992481,309.993596,309.993805,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993886,309.993805,309.993596,309.992481,309.989936,309.982587,309.967917,309.937274,309.883526,309.792162,309.650000
309.650000,309.800644,309.898730,309.959879,309.994159,310.013242,310.021875,310.026140,310.027523,310.028128,310.028233,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028274,310.028233,310.028128,310.027523,310.026140,310.021875,310.013242,309.994159,309.959879,309.898730,309.800644,309.650000
309.650000,309.808228,309.914281,309.980565,310.020797,310.042301,310.054036,310.059058,310.061515,310.062262,310.062589,310.062642,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062663,310.062642,310.062589,310.062262,310.061515,310.059058,310.054036,310.042301,310.020797,309.980565,309.914281,309.808228,309.650000
309.650000,309.816007,309.928387,310.001667,310.045634,310.071707,310.085001,310.092138,310.095032,310.096436,310.096838,310.097014,310.097041,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097051,310.097041,310.097014,310.096838,310.096436,310.095032,310.092138,310.085001,310.071707,310.045634,310.001667,309.928387,309.816007,309.650000
309.650000,309.823046,309.942834,310.021106,310.070897,310.099579,310.116250,310.124363,310.128661,310.130313,310.131112,310.131326,310.131421,310.131435,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131440,310.131435,310.131421,310.131326,310.131112,310.130313,310.128661,310.124363,310.116250,310.099579,310.070897,310.021106,309.942834,309.823046,309.650000
309.650000,309.830273,309.956050,310.040969,310.094520,310.127842,310.146274,310.156806,310.161700,310.164266,310.165202,310.165654,310.165768,310.165819,310.165826,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165829,310.165826,310.165819,310.165768,310.165654,310.165202,310.164266,310.161700,310.156806,310.146274,310.127842,310.094520,310.040969,309.956050,309.830273,309.650000
